Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.4,0.73,1.05,0.101,B9IV,12.716614,Giant
7.42,9.71,0.87,0.338,F0III/IV,17.356096,Giant
8.51,10.76,1.08,0.463,F6V,18.669062,Giant
8.86,1.34,0.75,-0.063,B7/B8V,14.495523,Giant
7.37,8.99,0.88,0.287,A9V,17.138798,Giant
7.49,3.92,0.61,1.256,K1III,15.45643,Dwarf
8.61,6.13,0.73,0.494,F5V,17.547302,Giant
5.73,15.47,0.97,0.328,F2III/IV,16.677452,Giant
8.07,3.32,0.98,0.384,F3IV/V,15.67569,Giant
6.49,12.9,0.49,0.12,A3V,17.04295,Giant
9.79,7.24,1.8,0.602,G1/G2V,19.088692,Giant
8.66,3.02,1.37,1.13,G8III,16.060036,Dwarf
6.88,8.25,0.92,1.1,K1/K2III,16.462269,Dwarf
4.28,29.26,0.86,0.402,F3III,16.611372,Dwarf
9.11,2.13,1.32,0.223,B9V,15.751898,Giant
3.97,15.86,0.84,-0.045,B9.5III-IV,14.971516,Giant
8.26,2.4,2.52,0.985,K0III,15.1610565,Dwarf
5.93,1.45,0.57,0.118,A5III,11.736839,Dwarf
8.5,4.42,0.83,0.27,A9V,16.727112,Giant
6.89,6.22,0.54,-0.013,A1V,15.858952,Giant
6.56,10.61,0.87,0.077,A2V,16.688576,Giant
5.03,20.98,0.68,0.02,A0Vn,16.639029,Giant
5.61,2.73,0.62,1.509,K3III,12.790813,Dwarf
7.66,3.65,0.68,1.064,G8/K0III,15.471464,Dwarf
8.46,6.89,1.06,0.327,F0V,17.651096,Giant
9.16,6.82,0.9,0.491,F5V,18.328922,Giant
6.79,5.24,0.78,0.141,A7V,15.386657,Giant
7.75,2.04,0.63,-0.096,B5V,14.298151,Giant
8.44,6.34,0.98,0.435,F2V,17.450447,Giant
9.91,3.97,1.54,0.737,G8V:,17.903954,Giant
8.29,7.61,0.66,0.362,F0IV,17.696922,Giant
8.31,2.47,0.92,0.0,B9III,15.273485,Dwarf
8.56,5.49,1.23,0.51,F3IV/V,17.257862,Giant
8.97,2.82,0.86,-0.024,B7V,16.221245,Giant
6.36,7.65,0.59,0.951,G8III,15.778307,Dwarf
6.08,4.13,0.9,1.111,F3IV+...,14.15975,Giant
9.27,5.43,1.38,0.529,F7V,17.944,Giant
9.56,-0.12,1.41,1.35,K2III,9.955907,Dwarf
8.26,2.96,1.53,0.2,B9IV,15.616459,Giant
6.98,12.21,0.64,0.309,F0IV,17.413578,Giant
7.55,17.46,1.17,0.569,F7V,18.760221,Giant
7.83,2.86,0.91,1.199,K2III,15.11183,Dwarf
7.45,7.09,0.91,0.079,A1V,16.703232,Giant
8.5,9.83,1.08,0.531,F6V,18.462769,Giant
8.14,8.3,1.0,0.538,F7V,17.73539,Giant
7.95,9.45,0.79,0.608,G0V,17.82716,Giant
7.91,8.48,0.98,0.432,F3V,17.55198,Giant
6.84,2.98,0.8,0.134,A3III/IV,14.2110815,Giant
6.7,7.44,0.64,0.45,F5V,16.057865,Giant
7.55,1.09,0.64,-0.094,B5V:,12.737133,Giant
8.43,2.15,1.23,1.357,K2/K3III,15.092193,Dwarf
9.27,6.92,2.51,0.61,G1V,18.470531,Giant
8.27,1.26,1.08,1.271,K1III,13.7718525,Dwarf
9.03,29.58,1.15,1.04,K3V,21.38499,Giant
7.34,5.69,0.69,0.037,A0V,16.115562,Giant
9.56,4.72,1.06,0.422,F3V,17.92971,Giant
8.59,2.32,1.1,1.106,K1IIICN...,15.41744,Dwarf
7.23,14.72,0.58,0.455,F3/F5V,18.069538,Giant
8.05,3.08,1.06,-0.02,B9III,15.492754,Dwarf
5.53,8.47,1.11,-0.099,B3V,15.169416,Giant
8.1,6.04,1.03,0.168,A5V,17.005184,Giant
7.86,9.37,0.62,0.362,F2III,17.718699,Dwarf
8.96,2.73,1.27,0.967,K2V,16.140814,Giant
9.16,2.49,1.31,1.136,K0IV,16.140997,Giant
8.84,0.93,0.9,0.077,A2/A3V,13.682415,Giant
9.05,2.55,0.97,0.018,A0V,16.0827,Giant
7.64,4.04,0.92,0.008,B8V,15.671907,Giant
9.9,7.77,8.09,0.687,G1V,19.352104,Giant
8.25,5.78,1.0,0.182,A3/A4V,17.059639,Giant
9.28,37.93,5.0,1.281,K5V,22.174915,Giant
9.68,20.95,1.65,0.776,G9V,21.285921,Giant
8.68,2.26,1.35,1.238,K1/K2III,15.450542,Dwarf
8.75,4.47,1.83,0.505,F5/F6V,17.001537,Giant
8.45,2.66,1.07,0.02,A0V,15.574409,Giant
6.8,5.52,1.01,0.981,K0III,15.509696,Dwarf
9.04,10.48,1.12,0.729,G5V,19.141808,Giant
8.07,2.39,1.0,1.286,K2III,14.961989,Dwarf
6.24,1.56,0.87,0.446,B3Ia,12.205623,Dwarf
8.53,5.29,1.14,1.189,K1III/IV,17.147278,Giant
8.71,7.12,0.94,0.458,F3V,17.9724,Giant
6.72,6.05,0.87,0.978,G8III,15.628777,Dwarf
7.61,11.6,0.65,0.678,G2/5V + F0,17.93229,Giant
7.5,3.6,0.81,-0.067,B5III,15.281513,Dwarf
7.6,5.71,0.99,0.576,F8V,16.38318,Giant
8.78,3.35,1.14,1.289,K2III,16.405224,Dwarf
8.13,2.12,0.96,-0.045,B5V,14.76168,Giant
7.33,28.93,0.84,0.621,G1V,19.636742,Giant
5.67,5.77,0.78,0.005,B5V,14.47588,Giant
8.19,2.71,0.65,0.875,G3/G5III,15.354846,Dwarf
5.45,12.21,0.48,1.106,K0III,15.883578,Dwarf
5.96,5.03,1.18,1.692,M1III,14.46784,Dwarf
6.06,8.77,0.66,-0.023,B9V,15.774998,Giant
8.58,4.56,1.64,-0.4,B9V,16.874825,Giant
5.76,15.15,0.8,0.087,A3V,16.662064,Giant
9.64,9.8,1.57,0.703,G6V,19.59613,Giant
8.64,0.42,1.04,-0.038,B9IV,11.756247,Giant
8.86,0.99,1.15,0.519,F3/F5V,13.838176,Giant
6.79,6.26,0.51,-0.048,B9V,15.772872,Giant
7.86,8.71,1.18,0.808,G2III,17.560091,Dwarf
8.81,4.47,0.7,0.297,A9III/IV,17.061539,Giant
8.84,1.0,0.99,-0.013,B9.5III,13.84,Dwarf
8.62,6.03,1.62,0.399,F5V,17.521587,Giant
7.68,5.63,0.96,1.337,K0III,16.432543,Dwarf
8.55,21.41,0.83,0.637,G3V,20.203083,Giant
7.12,0.79,0.74,-0.046,B3IV,11.608135,Giant
8.53,5.19,1.25,1.154,G8IV,17.105835,Giant
9.25,1.18,1.17,1.403,K3III,14.60941,Dwarf
7.44,5.87,1.19,1.06,K0IV,16.283192,Giant
4.85,3.01,0.53,-0.12,B3IV,12.242832,Giant
6.62,12.17,0.65,0.448,F3IV/V,17.046452,Giant
9.9,8.56,1.22,0.73,G3V:,19.562368,Giant
10.79,19.69,2.01,1.203,K7V,22.261229,Giant
9.36,8.53,1.38,0.527,F6V,19.014744,Giant
7.75,2.51,0.64,-0.087,B7V,14.748368,Giant
8.93,1.55,1.41,1.568,K3III,14.881659,Dwarf
9.09,2.09,0.91,1.351,K1III,15.690732,Dwarf
8.66,6.75,1.09,0.267,F0V,17.806519,Giant
7.47,2.23,1.2,1.367,K2III,14.211524,Dwarf
7.82,39.06,0.93,0.755,G9V,20.778662,Giant
10.4,4.9,1.83,0.708,K3IV,18.850979,Giant
8.78,44.77,1.4,1.096,K4V,22.034935,Giant
5.65,8.77,1.17,-0.02,B9.5V,15.364998,Giant
8.35,6.82,0.97,0.35,A9V,17.51892,Giant
8.98,6.04,1.18,1.06,G2/G3V,17.885185,Giant
7.96,4.81,1.07,0.314,A0V,16.370726,Giant
8.42,1.22,1.7,0.126,O7.5V,13.851799,Giant
9.73,0.27,1.19,-0.023,B3III,11.886818,Dwarf
7.04,19.14,0.86,0.538,F6V,18.44971,Giant
8.61,2.53,0.72,0.168,A1IV/V,15.625603,Giant
8.11,9.07,1.05,0.489,F5/F6V,17.898037,Giant
6.18,13.83,0.83,0.093,A2IV,16.884111,Giant
6.41,3.29,0.85,1.306,K2III,13.995979,Dwarf
9.32,9.86,1.29,0.55,F3V,19.289385,Giant
8.21,2.07,1.25,1.0,G8III,14.789852,Dwarf
6.85,6.71,0.89,0.901,K0III,15.983612,Dwarf
7.28,7.12,0.71,0.025,A0V,16.5424,Giant
5.96,104.84,0.81,0.811,K0V,21.062634,Giant
8.62,6.34,2.2,0.56,G0V,17.630447,Giant
8.75,10.3,1.17,0.528,F7/F8V,18.814186,Giant
9.24,5.84,0.85,0.523,F6IV,18.072063,Giant
8.38,3.37,0.75,1.149,K1III,16.01815,Dwarf
9.03,4.56,1.31,0.413,A1IV,17.324825,Giant
8.94,-0.32,1.13,-0.054,O9V,11.46575,Giant
8.28,4.32,0.84,0.371,F2V,16.457418,Giant
8.22,3.86,1.0,0.43,F3V,16.152937,Giant
6.05,24.07,0.96,0.406,F5V,17.957378,Giant
7.8,3.42,0.72,0.953,K0III,15.470131,Dwarf
8.27,9.62,1.17,0.423,F3V,18.185875,Giant
5.85,22.88,0.75,1.001,G9V,17.64728,Giant
10.32,4.01,1.98,0.54,F7V,18.335722,Giant
9.24,4.11,1.41,0.845,G6V,17.309208,Giant
9.61,12.14,1.8,0.667,G5V,20.031094,Giant
8.69,-0.46,0.99,0.002,B9V,12.003789,Giant
8.26,3.61,0.65,1.143,K2IIICN...,16.047537,Dwarf
8.85,9.14,1.28,0.558,F8IV,18.654732,Giant
9.43,6.4,1.44,0.442,F3V,18.4609,Giant
8.89,0.46,1.4,1.435,K0/K1III,12.20379,Dwarf
8.34,9.46,0.87,0.583,G0IV,18.219456,Giant
5.97,3.63,0.84,1.491,K4III,13.769533,Dwarf
8.98,2.29,1.34,0.351,A5IV,15.779177,Giant
8.68,4.67,0.74,0.427,F3V,17.026585,Giant
8.98,4.38,1.13,0.189,A1IV,17.18737,Giant
7.99,0.98,1.03,-0.236,B0.7Vn...,12.946131,Giant
9.29,3.95,1.59,0.916,G8IV,17.272985,Giant
9.79,-0.45,1.61,0.471,F3V,13.056063,Giant
9.39,2.27,1.26,1.311,K2III,16.17013,Dwarf
8.96,4.39,1.29,0.306,A9V,17.172321,Giant
8.64,3.32,0.69,0.376,F0IV,16.245691,Giant
8.94,0.79,1.21,-0.153,B2/B3Vn,13.428135,Giant
8.9,1.14,1.32,1.114,G8III,14.184524,Dwarf
6.69,4.29,1.34,-0.008,B9/B9.5IV,14.852287,Giant
7.72,17.14,0.88,0.61,G3V,18.890053,Giant
8.66,11.4,0.7,0.479,F5V,18.944523,Giant
7.37,5.09,0.96,0.979,K1III,15.903588,Dwarf
7.02,5.72,0.86,0.168,A3III,15.80698,Dwarf
6.72,7.73,0.7,0.23,A8/A9IV/V,16.160898,Giant
8.06,0.38,1.08,0.461,F2/F3III,10.958918,Dwarf
5.71,18.48,0.74,0.454,F5V,17.04351,Giant
8.85,11.89,0.87,0.496,F5V,19.22591,Giant
8.28,21.26,0.75,0.66,G3V,19.917816,Giant
5.92,2.92,0.81,-0.173,B2.5V,13.246914,Giant
7.52,11.16,0.74,0.415,F3IV/V,17.758322,Giant
6.94,5.77,0.62,0.97,G8/K0III,15.74588,Dwarf
8.3,2.5,1.17,1.429,K1III,15.2897005,Dwarf
8.57,0.97,1.1,0.002,B9.5V,13.503859,Giant
9.22,3.37,1.38,0.555,F6/F7V,16.85815,Giant
5.4,21.84,0.89,0.263,F0V,17.096262,Giant
7.24,14.75,0.69,0.663,G5V,18.08396,Giant
8.89,3.79,1.37,1.131,K1III,16.783195,Dwarf
8.46,17.86,1.27,0.596,G3V,19.719408,Giant
9.16,-1.36,1.28,1.141,K2III,14.827695,Dwarf
8.93,3.5,1.29,0.322,A8/A9IV/V,16.650341,Giant
9.49,6.76,1.0,0.604,G0V,18.639732,Giant
6.96,4.05,0.84,1.61,M4III,14.997275,Dwarf
7.64,9.9,0.91,0.538,F6/F7IV,17.618176,Giant
9.33,1.95,1.05,1.545,K5IV/V,15.780173,Giant
8.1,21.42,1.54,0.664,G8V,19.754099,Giant
8.48,3.91,1.09,1.03,K0II/III,16.440884,Dwarf
8.71,3.27,1.06,1.089,G8III/IV,16.28274,Giant
8.07,15.39,0.7,0.819,G8IV/V,19.006193,Giant
7.07,-0.6,0.97,-0.142,B2V,10.960756,Giant
6.74,0.48,1.04,0.349,O9IV-V,10.146206,Giant
8.32,1.55,1.08,1.367,K2/K3III,14.271658,Dwarf
7.86,7.71,0.65,0.167,A2V,17.295273,Giant
8.1,5.21,0.65,0.501,F5V,16.684189,Giant
9.03,1.87,1.17,0.302,A8/A9III/IV,15.389208,Giant
7.61,6.26,4.99,0.235,A7V,16.592873,Giant
8.88,2.34,1.3,0.257,B9.5III,15.72608,Dwarf
8.53,7.26,1.01,0.496,F6V,17.834682,Giant
8.53,2.84,0.71,1.341,K3III,15.796592,Dwarf
8.0,1.29,0.9,0.063,A0V,13.552949,Giant
8.18,7.79,0.79,0.293,F0V,17.637688,Giant
8.29,9.42,0.98,0.629,G0V,18.160255,Giant
7.99,4.37,1.08,1.008,G8/K0IV,16.192408,Giant
5.66,14.47,0.9,-0.014,B8/B9V,16.462343,Giant
8.04,3.97,0.61,-0.008,A0V,16.033953,Giant
9.36,2.51,0.86,0.116,A2/A3III,16.358368,Dwarf
8.29,8.38,0.69,0.628,G0V,17.90622,Giant
6.83,18.95,0.81,0.415,F5V,18.218046,Giant
8.99,0.77,1.14,0.713,G6/G8III+..,13.422453,Dwarf
5.62,0.24,0.56,0.76,B1.5Ia comp,7.521056,Dwarf
6.19,9.61,0.59,1.207,K2II,16.103617,Dwarf
8.97,5.26,1.32,0.849,G8/K0V,17.574928,Giant
8.08,3.85,0.92,1.063,K0III,16.007303,Dwarf
7.97,1.46,0.79,-0.033,B8V,13.791764,Giant
6.33,17.36,0.78,0.454,F6IV,17.527748,Giant
4.24,6.17,0.6,-0.136,B5IV,13.191425,Giant
6.94,2.51,0.64,1.504,K4II/IIICNV:,13.938368,Giant
8.94,17.64,1.2,0.669,G5V,20.172493,Giant
7.25,1.53,1.01,-0.062,B8II,13.173457,Dwarf
5.26,0.54,0.54,0.13,B9Ia,8.921968,Dwarf
7.29,6.09,0.8,0.116,A1/A2V,16.213085,Giant
6.12,4.68,0.55,0.906,G6III,14.47123,Dwarf
7.62,1.84,1.26,0.933,G5III,13.944089,Dwarf
7.32,2.84,0.99,1.371,K2III,14.586592,Dwarf
8.14,1.15,0.94,0.02,B1.5III-IVn,13.443489,Giant
8.54,9.56,0.76,0.48,F6V,18.44229,Giant
8.78,3.96,1.17,1.219,K1III,16.768476,Dwarf
8.59,2.39,1.32,1.604,K4/K5III:,15.48199,Dwarf
10.05,24.99,1.55,1.06,K2V,22.03883,Giant
7.35,4.99,0.63,0.177,A5/A6V,15.840504,Giant
9.5,2.98,1.49,1.224,G8III,16.871082,Dwarf
8.08,5.31,0.94,0.43,F3V,16.705473,Giant
8.36,4.35,1.27,1.112,K0III,16.552444,Dwarf
8.88,1.28,1.02,0.05,B9V,14.41605,Giant
7.89,7.75,1.09,0.058,A0V,17.336508,Giant
9.37,9.14,1.88,0.619,G5V,19.174732,Giant
8.79,1.5,1.17,1.102,G8III,14.670456,Dwarf
8.62,2.54,1.09,0.546,F6V,15.644169,Giant
8.26,1.5,0.9,0.055,B5Vn,14.140456,Giant
10.07,5.45,1.7,0.69,G3/G5IV/V,18.751984,Giant
8.41,2.28,1.02,1.217,K2III,15.199675,Dwarf
8.25,3.02,1.18,1.51,K4III,15.650035,Dwarf
8.94,12.02,0.77,0.587,G3V,19.339523,Giant
6.77,18.42,0.6,0.423,F3V,18.096449,Giant
7.98,6.93,0.95,0.14,A3V,17.183666,Giant
6.62,3.82,0.73,1.62,M2.5III:,14.530317,Dwarf
8.73,9.29,1.09,0.646,G3/G5V,18.570078,Giant
7.68,9.28,1.77,0.467,F5V,17.51774,Giant
7.06,4.02,0.92,0.086,A2V,15.081131,Giant
8.23,7.21,1.13,0.287,A7V,17.519676,Giant
7.52,4.15,0.92,0.19,B8IV,15.610241,Giant
9.68,2.57,1.46,0.432,A8V,16.729666,Giant
8.85,4.5,1.19,0.098,A0V,17.116062,Giant
9.14,2.8,0.89,1.155,G8/K0IV,16.37579,Giant
8.82,12.01,0.9,0.57,F7V,19.217716,Giant
8.48,0.75,1.14,0.181,B9IV,12.855306,Giant
8.46,10.99,1.13,0.463,F3V,18.66499,Giant
9.01,4.83,1.41,1.048,G8/K0IV,17.429735,Giant
10.19,1.79,1.57,0.527,F2V,16.454266,Giant
8.35,2.4,1.12,-0.018,B9.5V,15.251057,Giant
9.05,0.27,1.14,0.917,F5/F6IV,11.20682,Giant
7.69,18.85,1.03,0.56,G1V,19.066557,Giant
7.26,11.44,1.06,0.47,F7V,17.55213,Giant
8.72,27.02,1.18,0.91,K1V,20.878428,Giant
10.07,5.68,1.69,0.752,G3/G5V:,18.841742,Giant
10.19,4.11,2.74,2.57,CVIIe,18.259209,Dwarf
8.51,-0.12,1.19,1.624,K2III,8.905907,Dwarf
7.26,8.12,0.86,0.407,A9/F0Vw...,16.807781,Giant
8.67,1.87,1.13,0.138,B9IV,15.029208,Giant
6.08,3.71,1.43,0.421,A5V,13.92687,Giant
3.55,18.27,0.55,-0.108,B9V,14.858693,Giant
8.93,1.2,0.89,1.111,K0III,14.325907,Dwarf
6.76,3.56,0.79,1.074,G9Ib,14.51725,Dwarf
8.12,10.92,0.98,0.408,F2V,18.311115,Giant
9.05,8.65,1.2,0.611,G1/G2V,18.73508,Giant
5.44,11.92,0.48,-0.019,A0Vn,15.8213825,Giant
9.22,7.31,2.7,0.583,F7/F8V,18.539587,Giant
8.85,2.65,1.29,1.657,M1III,15.96623,Dwarf
11.18,3.24,2.04,0.117,A0Ia:,18.732725,Dwarf
8.4,8.97,1.01,0.33,A9V,18.163961,Giant
9.02,7.14,1.0,0.406,F2V,18.288492,Giant
9.56,6.52,0.86,0.389,F2V,18.631237,Giant
8.75,17.89,0.94,0.676,G5V,20.01305,Giant
8.08,10.04,1.1,0.42,F3V,18.088669,Giant
9.54,11.86,1.66,0.867,K0V,19.910423,Giant
8.18,4.26,0.96,0.756,G3IV,16.32705,Giant
8.97,11.2,1.23,0.52,F6V,19.216091,Giant
5.52,20.78,0.69,1.091,K2III-IV,17.108229,Giant
8.92,2.99,0.87,0.546,F5V,16.298355,Giant
6.69,6.95,0.79,0.976,K0III,15.899923,Dwarf
9.1,8.08,1.21,0.822,G8V,18.637058,Giant
4.34,6.08,0.5,1.602,M1III,13.259518,Dwarf
9.14,-0.01,1.19,0.043,A0V,4.1400003,Giant
8.73,17.3,1.27,0.616,G2V,19.92023,Giant
8.6,-9.49,15.94,0.1,A2V,18.486332,Giant
7.83,10.33,1.77,0.937,K1IV,17.900501,Giant
8.39,2.57,0.9,1.05,K0IV,15.439666,Giant
9.32,1.68,1.33,0.399,A9V,15.446547,Giant
9.39,10.59,1.4,0.654,G3V,19.51448,Giant
8.72,-0.14,1.71,1.497,K3V:,9.450641,Giant
7.89,2.07,0.98,-0.102,B5V,14.4698515,Giant
8.1,4.79,1.09,0.747,G5V,16.501678,Giant
10.47,21.08,2.69,1.231,K5V,22.089354,Giant
7.96,4.2,1.45,-0.1,A5V,16.076246,Giant
10.93,18.51,2.35,1.058,G8V,22.267033,Giant
7.86,10.58,1.04,0.759,G5IV,17.982428,Giant
8.85,6.68,3.01,0.485,F6II,17.973883,Dwarf
7.81,3.94,0.7,1.23,K1III,15.787481,Dwarf
7.51,5.86,0.95,0.135,B9V,16.349487,Giant
8.93,2.88,0.99,1.018,G8III,16.226963,Dwarf
9.34,0.76,1.73,0.443,F0V,13.744068,Giant
7.13,10.4,1.19,0.473,F2V,17.215168,Giant
4.55,1.32,0.72,0.489,A0Ia SB:,10.15287,Dwarf
9.44,1.93,1.08,0.983,G8III/IV,15.867786,Giant
8.59,5.54,0.75,0.146,A0V,17.307549,Giant
7.52,0.39,0.9,1.529,K2III,10.475323,Dwarf
6.62,47.25,0.89,0.696,G8V,19.992008,Giant
7.75,3.61,0.66,-0.062,B9V,15.537537,Giant
8.72,6.5,1.17,0.599,G0V,17.784569,Giant
8.22,2.99,1.07,0.859,G8III/IV,15.598356,Giant
8.57,5.8,1.2,0.656,G0IV,17.387138,Giant
7.66,4.36,0.86,0.955,G6/G8III,15.857432,Dwarf
5.72,27.33,0.85,0.381,F3V,17.903198,Giant
6.99,6.93,0.74,0.197,A4IV,16.193666,Giant
9.67,15.75,1.34,0.766,K0V,20.656403,Giant
9.23,2.76,1.5,1.03,G6III,16.434546,Dwarf
9.05,8.59,6.3,0.41,B8/9V:  B7/9,18.719967,Giant
8.45,3.45,1.06,0.832,G6III,16.139095,Dwarf
7.6,3.62,0.99,0.071,B8Vp,15.393543,Giant
6.43,7.45,0.53,0.16,A7V,15.790781,Giant
7.54,5.01,0.86,1.106,K1III/IVCN.,16.039188,Giant
9.35,2.02,0.9,1.236,K1/K2III,15.876757,Dwarf
7.29,4.41,0.92,1.623,K5III,15.512193,Dwarf
9.22,1.7,2.25,0.21,B3II,15.372245,Dwarf
7.8,10.34,2.13,0.446,F3/F5V,17.872604,Giant
8.14,0.96,0.96,1.119,K0II,13.051356,Dwarf
6.48,20.09,0.61,0.394,F3V,17.9949,Giant
5.49,5.06,0.88,-0.06,B8V...,14.010752,Giant
7.15,13.37,0.87,0.641,G0V,17.780657,Giant
8.2,9.63,0.98,0.5,F6V,18.118132,Giant
7.52,14.65,0.76,0.647,G2V,18.34919,Giant
8.44,5.15,1.13,0.292,A2IV,16.999035,Giant
8.52,5.35,1.16,0.308,A9V,17.16177,Giant
8.27,8.17,1.95,0.795,G5IV,17.831112,Giant
9.06,27.14,1.22,0.929,K2V,21.22805,Giant
10.89,33.53,5.29,1.47,M1V:,23.517168,Giant
-0.01,742.12,1.4,0.71,G2V,19.342371,Giant
6.96,24.51,1.47,0.566,G1V,18.906715,Giant
8.78,6.93,1.71,0.429,F5V,17.983665,Giant
7.39,14.93,0.92,0.404,F2/F3V,18.2603,Giant
9.31,9.26,1.37,0.567,G1V,19.143055,Giant
11.72,14.83,2.93,1.198,K7V:,22.575706,Giant
8.4,9.45,1.06,0.377,F0V,18.277159,Giant
7.61,6.74,1.13,0.451,F3V,16.7533,Giant
6.69,2.93,0.74,1.077,K1III,14.024338,Dwarf
8.86,3.09,0.74,0.038,B9.5V,16.309792,Giant
7.83,10.96,0.69,0.389,F2V,18.029053,Giant
9.37,14.45,1.41,0.603,G3V,20.169338,Giant
8.4,3.2,0.92,1.465,K4III,15.925749,Dwarf
9.71,17.32,1.41,0.817,K0V,20.90274,Giant
6.0,8.16,0.72,0.993,K0II-III,15.558451,Dwarf
8.88,4.62,1.05,0.977,G8III/IV,17.203209,Giant
9.56,8.35,1.47,0.577,G2/G3V,19.168432,Giant
5.72,46.24,1.31,0.511,F7IV,19.04509,Giant
8.89,2.0,1.12,1.508,K3IV,15.395151,Giant
8.62,9.23,0.99,0.481,F5IV,18.446007,Giant
8.31,2.32,1.09,1.08,K1III,15.13744,Dwarf
9.34,18.57,3.37,0.712,G8V,20.68406,Giant
5.73,8.44,1.29,0.22,A7V+...,15.3617115,Giant
7.89,6.83,0.7,0.53,F6V,17.062103,Giant
2.1,9.19,0.73,1.37,B8V,11.916578,Giant
9.66,3.76,1.08,0.56,G3V,17.535938,Giant
8.34,1.26,0.92,1.53,K4/K5III,13.841852,Dwarf
8.66,8.19,1.17,0.779,G6IV,18.22642,Giant
9.49,10.57,1.05,0.613,G1V,19.610374,Giant
7.78,4.36,0.91,1.311,K1/K2III,15.977432,Dwarf
9.29,5.51,1.57,0.409,F0V,17.995758,Giant
9.33,7.05,1.15,0.503,F6V,18.570946,Giant
9.24,1.77,0.86,0.05,A0IV/V,15.479866,Giant
8.58,1.93,1.37,0.0,A3II/III,15.007786,Dwarf
6.21,3.89,0.82,1.482,M0III,14.159748,Dwarf
7.11,21.07,2.35,0.497,F8V,18.728323,Giant
8.44,5.55,1.05,0.466,F3V,17.161465,Giant
8.36,1.74,1.33,1.03,G8/K0III,14.562746,Dwarf
5.67,5.95,0.88,1.578,K3Ib,14.542584,Dwarf
7.83,3.57,0.54,-0.034,B8Vn...,15.593341,Giant
8.27,2.3,0.62,-0.047,B8IV,15.07864,Giant
6.83,3.24,0.84,1.335,K2III,14.382725,Dwarf
8.38,3.25,1.11,0.209,B2III-IV,15.939417,Giant
8.23,3.71,1.21,0.4,F2III/IV,16.07687,Giant
8.72,2.35,1.04,1.015,K0III,15.57534,Dwarf
10.26,11.62,1.82,0.999,G8III,20.586031,Dwarf
7.66,1.6,1.12,1.108,K1III,13.6806,Dwarf
6.49,15.34,0.86,0.333,F1III-IV,17.419127,Giant
8.77,8.9,1.38,0.866,K0V,18.51695,Giant
7.99,3.93,1.01,-0.075,B6V,15.961963,Giant
8.93,0.46,0.88,0.156,A3/A4V,12.24379,Giant
8.99,6.95,1.39,0.91,G6IV/V,18.199924,Giant
8.65,4.94,1.21,1.022,K0III,17.118635,Dwarf
9.17,-2.85,1.57,1.141,K1III,16.444225,Dwarf
6.76,10.44,0.55,0.064,A1IV/V,16.853504,Giant
9.16,6.37,1.18,0.573,F9V,18.180696,Giant
7.8,2.88,0.68,-0.041,B9IV,15.096963,Giant
7.52,15.33,0.93,0.78,G5IV,18.44771,Giant
7.86,4.29,0.96,1.02,K0III,16.022287,Dwarf
8.14,12.01,3.37,0.457,F6/F7V,18.537716,Giant
8.02,1.77,0.94,-0.123,B2IV,14.259867,Giant
7.93,4.86,0.87,1.006,K0III,16.36318,Dwarf
8.67,12.85,0.68,0.64,G2V,19.214516,Giant
7.33,3.58,0.63,1.408,K4III,15.099415,Dwarf
9.17,2.11,1.25,0.319,A9V,15.791412,Giant
8.73,5.18,1.95,1.544,M3/M4III,17.301647,Dwarf
8.93,6.49,0.96,0.329,F2IV,17.991222,Giant
8.37,6.46,2.07,0.3,F0III/IV,17.421162,Giant
8.51,2.1,0.92,1.094,K1III,15.121097,Dwarf
7.23,6.36,0.56,0.296,F2IV,16.247286,Giant
9.29,14.23,1.2,0.636,G5/G6V,20.056025,Giant
8.19,3.97,0.95,1.216,K1III,16.183952,Dwarf
8.73,1.11,0.72,0.186,A1IV,13.9566145,Giant
9.43,45.51,1.49,1.273,M0V:,22.720535,Giant
8.91,4.09,0.75,0.078,A0V,16.968616,Giant
8.79,13.1,0.89,0.617,G0V,19.376358,Giant
8.62,2.7,1.71,0.403,F3V,15.776819,Giant
8.83,12.35,1.15,0.551,F8V,19.288334,Giant
8.38,5.71,1.49,0.427,F5IV/V,17.163181,Giant
8.1,2.18,1.81,0.46,B9.5III/IV,14.792283,Giant
6.35,10.13,0.96,0.168,A4V,16.378048,Giant
4.95,33.52,0.47,0.393,F5V,17.576519,Giant
7.99,8.44,0.84,0.484,F5V,17.621712,Giant
8.22,7.11,0.99,1.007,K0III,17.479347,Dwarf
8.51,6.85,1.03,0.362,F2V,17.688454,Giant
9.2,11.52,1.55,0.665,G3V,19.507263,Giant
8.18,23.66,1.05,0.79,G8IV,20.050076,Giant
9.42,2.31,1.69,0.436,F2IV,16.23806,Giant
8.4,3.45,0.79,0.977,G8III,16.089096,Dwarf
8.8,7.41,1.21,0.56,G0V,18.14909,Giant
8.44,9.61,0.65,0.7,G3IV,18.353617,Giant
8.65,6.41,1.3,0.431,F3V,17.68429,Giant
8.01,6.81,2.18,0.445,F3V,17.175735,Giant
6.66,1.86,0.8,-0.094,B2.5IV,13.007565,Giant
9.14,2.93,1.38,1.08,K0III,16.474339,Dwarf
9.26,6.24,1.36,0.79,G5IV-V,18.235924,Giant
7.62,2.62,0.91,1.37,K3III,14.711507,Dwarf
8.54,1.81,0.65,0.046,B8III,14.828392,Dwarf
